City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Current Temp
Ekibastuz,59,KZ,1574541255,83,51.72,75.32,3.63,11.7,3.63
Sinnamary,30,GF,1574541255,84,5.38,-52.96,82.13,14.83,82.13
Melendugno,67,IT,1574541255,82,40.27,18.34,62.01,10.29,59.5
Ponta do Sol,77,BR,1574541255,79,-20.63,-46.0,73.78,5.3,73.78
Aklavik,20,CA,1574541256,83,68.22,-135.01,6.8,3.36,0.99
Verkh-Usugli,0,RU,1574541256,86,52.7,115.17,-7.04,3.85,-7.04
Ambilobe,52,MG,1574541256,87,-13.19,49.05,77.54,6.53,77.54
Avarua,100,CK,1574541256,94,-21.21,-159.78,77.0,8.05,77.0
Bonga,100,ET,1574541256,98,7.26,36.25,59.59,1.01,59.59
Bulgan,0,MN,1574541172,72,48.81,103.53,-7.8,4.61,-7.8
Leshukonskoye,100,RU,1574541257,91,64.9,45.76,23.97,6.44,23.97
Tiksi,98,RU,1574541257,91,71.64,128.87,-23.04,5.93,-23.04
Naryan-Mar,100,RU,1574541257,97,67.67,53.09,32.7,10.22,32.7
Mar del Plata,100,AR,1574541258,46,-46.43,-67.52,65.44,7.0,65.44
Severo-Kurilsk,100,RU,1574541258,98,50.68,156.12,33.89,7.87,33.89
Linjiang,100,CN,1574541258,97,41.81,126.91,28.96,5.48,28.96
Atuona,18,PF,1574541026,75,-9.8,-139.03,79.84,15.39,79.84
Yellowknife,90,CA,1574541259,100,62.45,-114.38,23.0,11.41,23.0
Lasa,20,CY,1574541259,59,34.92,32.53,62.6,4.7,59.79
Port Alfred,52,ZA,1574541109,83,-33.59,26.89,66.99,1.99,66.99
Kapaa,90,US,1574541260,94,22.08,-159.32,75.2,18.34,74.8
Bosaso,0,SO,1574541260,82,11.28,49.18,80.49,26.08,80.49
Poyarkovo,0,RU,1574541260,87,49.62,128.65,1.56,6.71,1.56
Zhigansk,100,RU,1574541261,96,66.77,123.37,-19.37,7.25,-19.37
Souillac,100,FR,1574541094,87,45.6,-0.6,50.0,5.82,48.31
Catarman,53,PH,1574541261,90,12.5,124.64,78.98,7.23,78.98
Nikolskoye,100,RU,1574541261,78,59.7,30.79,19.99,4.47,18.73
Tasiilaq,20,GL,1574541261,73,65.61,-37.64,21.2,1.41,21.2
Quthing,0,LS,1574541262,27,-30.4,27.7,59.22,4.61,59.22
Cidreira,40,BR,1574541262,66,-30.17,-50.22,67.87,14.9,67.87
Zverinogolovskoye,77,RU,1574541262,95,54.46,64.85,14.76,7.45,14.76
Santa Cruz Cabralia,20,BR,1574541262,69,-16.28,-39.02,82.4,19.46,82.4
Filadelfia,99,PY,1574541263,35,-22.35,-60.04,94.73,8.48,94.73
Pangnirtung,90,CA,1574541263,74,66.15,-65.72,30.2,13.87,30.2
Arman,100,RU,1574541263,89,59.7,150.17,25.38,45.66,25.38
Moranbah,0,AU,1574541067,73,-22.0,148.04,71.17,8.3,71.17
Phibun Mangsahan,53,TH,1574541264,88,15.24,105.23,66.2,2.24,66.2
Inhambane,40,MZ,1574541264,88,-23.87,35.38,80.6,13.87,80.6
Punta Arenas,100,CL,1574541124,62,-53.16,-70.91,55.4,17.22,55.18
Kyren,2,RU,1574541265,86,51.68,102.13,-9.51,11.5,-9.51
Kodiak,1,US,1574541093,52,39.95,-94.76,46.99,11.41,45.32
Kruisfontein,11,ZA,1574541265,87,-34.0,24.73,57.63,6.49,57.63
Kargopol,100,RU,1574541266,73,61.51,38.95,17.98,4.52,17.98
Salalah,0,OM,1574541266,29,17.01,54.1,78.8,16.11,78.8
Hobyo,38,SO,1574541266,78,5.35,48.53,80.08,16.73,80.08
Sisimiut,100,GL,1574541266,72,66.94,-53.67,26.94,17.2,26.94
Norfolk,90,US,1574540994,62,36.85,-76.29,53.6,5.82,50.13
Eureka,1,US,1574541026,76,40.8,-124.16,60.01,6.93,55.6
Vila do Maio,75,CV,1574541266,69,15.13,-23.22,75.2,16.11,75.2
Puerto Ayora,15,EC,1574540983,57,-0.74,-90.35,77.0,19.46,74.88
New Norfolk,75,AU,1574541267,53,-42.78,147.06,53.01,5.82,52.12
Imeni Babushkina,87,RU,1574541268,83,59.76,43.13,14.94,3.8,14.94
Worland,20,US,1574541268,45,44.02,-107.96,46.4,9.17,43.9
Beringovskiy,0,RU,1574541268,83,63.05,179.32,7.41,15.55,7.41
Chuy,2,UY,1574541055,63,-33.69,-53.46,64.35,12.86,64.35
Sharjah,0,AE,1574541236,56,25.36,55.39,71.6,6.93,67.98
Santiago,87,PH,1574541259,96,16.69,121.54,70.0,1.68,70.0
Yulara,78,AU,1574541269,16,-25.24,130.99,69.8,8.05,69.8
Novoagansk,51,RU,1574541270,91,61.94,76.66,-5.03,9.95,-5.03
Solnechnyy,89,RU,1574541270,92,50.72,136.64,7.41,1.34,7.41
Adrar,0,DZ,1574541270,37,27.87,-0.29,68.0,8.05,68.0
Manga,72,PK,1574541270,77,31.31,74.05,60.8,5.3,60.8
Hermanus,2,ZA,1574541270,88,-34.42,19.24,62.01,1.01,61.45
Codrington,0,AU,1574541208,88,-28.95,153.24,71.6,5.82,67.41
Corrales,100,CO,1574541271,95,5.83,-72.84,52.93,3.27,52.93
Vysokogornyy,33,RU,1574541271,78,50.1,139.13,9.39,11.65,9.39
Vredendal,0,ZA,1574541271,83,-31.68,18.49,58.87,4.47,58.87
Port Elizabeth,1,US,1574541272,41,39.31,-74.98,45.0,5.82,43.57
Geraldton,90,CA,1574541272,86,49.72,-86.95,30.2,6.93,30.2
Mareeba,40,AU,1574541272,88,-16.99,145.42,70.0,1.74,68.13
Lalibela,2,ET,1574541272,72,12.04,39.05,59.16,6.29,59.16
Awjilah,88,LY,1574541272,24,29.14,21.3,66.54,6.64,66.54
Aguie,13,NE,1574541273,15,13.51,7.78,83.53,6.42,83.53
Burns Lake,100,CA,1574541015,98,54.23,-125.76,34.56,2.33,34.56
Butaritari,8,KI,1574541011,67,3.07,172.79,83.84,7.27,83.84
Cape Town,2,ZA,1574541001,82,-33.93,18.42,64.0,8.05,61.36
Broome,75,GB,1574541274,93,52.47,1.45,48.99,6.93,47.77
Rocha,0,UY,1574541266,67,-34.48,-54.34,61.18,12.57,61.18
Talnakh,21,RU,1574541274,76,69.49,88.39,-11.2,8.95,-11.2
Ostrovnoy,99,RU,1574541275,92,68.05,39.51,25.47,17.34,25.47
Ulaangom,31,MN,1574541275,69,49.98,92.07,-0.72,5.17,-0.72
Ribeira Grande,75,PT,1574541275,94,38.52,-28.7,68.0,25.28,68.0
Faya,0,SA,1574541275,87,18.39,42.45,57.2,4.07,57.2
Komsomolskiy,79,RU,1574541276,81,67.55,63.78,2.88,2.33,2.88
Acapulco,40,MX,1574541276,74,16.86,-99.88,86.0,5.82,86.0
Teya,40,MX,1574541276,48,21.05,-89.07,91.99,4.7,89.94
Minden,1,US,1574541276,37,40.5,-98.95,54.0,16.11,52.29
Bredasdorp,0,ZA,1574541277,68,-34.53,20.04,64.4,8.05,63.34
Dobryanka,90,RU,1574541277,100,58.45,56.42,23.0,6.71,23.0
Clyde River,90,CA,1574541077,92,70.47,-68.59,19.4,20.8,19.4
Mezen,100,RU,1574541278,86,65.85,44.24,26.78,7.63,26.78
Abu Dhabi,0,AE,1574541137,68,24.47,54.37,71.6,2.24,70.66
Nanortalik,9,GL,1574541278,65,60.14,-45.24,34.65,6.62,34.65
Esperance,13,AU,1574541278,93,-33.86,121.89,53.6,3.62,53.6
Richards Bay,100,ZA,1574541278,96,-28.77,32.06,74.28,8.05,74.28
Southampton,75,GB,1574540998,93,50.9,-1.4,51.01,4.7,49.5
Hithadhoo,39,MV,1574541041,79,-0.6,73.08,82.18,10.83,82.18
Airai,0,TL,1574541118,51,-8.93,125.41,68.27,3.51,68.27
Chicama,40,PE,1574541280,77,-7.84,-79.15,69.8,9.17,69.8
Roald,43,NO,1574541280,80,62.58,6.12,41.0,4.7,34.23
Taunggyi,77,MM,1574541281,95,20.78,97.03,56.57,1.1,56.57
Ardakan,100,IR,1574541281,81,32.31,54.02,42.8,4.7,42.8
Vostok,83,RU,1574541281,88,46.45,135.83,18.27,3.47,18.27
Manakara,90,MG,1574541281,91,-22.14,48.01,72.91,7.27,72.91
Labuhan,100,ID,1574541282,95,-2.54,115.51,72.07,1.3,72.07
Sao Sebastiao,39,BR,1574541282,57,-3.15,-58.36,87.13,3.13,87.13
Coahuayana,31,MX,1574541282,57,18.62,-100.35,86.97,0.47,86.97
Arraial do Cabo,70,BR,1574541282,69,-22.97,-42.02,82.4,18.34,81.79
Biak,100,ID,1574541283,76,-0.91,122.88,81.61,4.32,81.61
Navrongo,14,GH,1574541283,21,10.89,-1.09,86.58,3.96,86.58
Cherskiy,79,RU,1574541283,96,68.75,161.3,-25.98,5.91,-25.98
Nokaneng,7,BW,1574541283,55,-19.66,22.19,80.51,9.37,80.51
Thompson,90,CA,1574541284,92,55.74,-97.86,24.8,6.93,24.8
Hilo,90,US,1574541284,78,19.71,-155.08,77.0,4.7,72.36
Iqaluit,75,CA,1574541086,68,63.75,-68.52,28.4,13.87,28.18
Marystown,70,CA,1574541029,2,47.17,-55.16,41.0,4.0,41.0
Ancud,75,CL,1574541254,72,-41.87,-73.83,59.0,16.11,59.0
Luderitz,0,NA,1574541227,77,-26.65,15.16,60.67,25.03,60.67
Port Hardy,90,CA,1574541285,93,50.7,-127.42,46.4,11.41,46.4
Saint George,40,GR,1574541286,82,39.45,22.34,57.99,3.2,57.45
Talaja,0,IN,1574541286,54,21.35,72.04,76.62,8.55,76.62
Quang Ngai,100,VN,1574541284,84,15.12,108.8,73.92,6.67,73.92
Provideniya,54,RU,1574541286,85,64.42,-173.23,1.89,6.49,1.89
Kharp,100,RU,1574541286,97,66.82,65.8,1.92,1.23,1.92
Vila Velha,20,BR,1574541260,70,-3.71,-38.6,86.0,14.99,83.71
Dunedin,99,NZ,1574541220,84,-45.87,170.5,60.01,15.99,60.01
Berlevag,68,NO,1574541287,74,70.86,29.09,38.07,16.96,38.07
Gigmoto,67,PH,1574541287,78,13.78,124.39,83.59,16.58,83.59
Denpasar,40,ID,1574541287,88,-8.65,115.22,80.6,2.24,80.6
Victoria,75,BN,1574541270,88,5.28,115.24,77.0,1.77,77.0
Fountain,1,US,1574541133,56,38.68,-104.7,53.01,5.82,46.09
Bodden Town,20,KY,1574541288,70,19.28,-81.25,86.0,9.17,84.06
Dvinskoy,100,RU,1574541288,88,62.16,45.12,15.17,3.58,15.17
Alice Springs,0,AU,1574541010,19,-23.7,133.88,59.0,15.21,59.0
Sabha,0,LY,1574541289,22,27.03,14.43,67.91,7.38,67.91
Boyolangu,99,ID,1574541289,95,-8.09,111.9,72.97,3.04,72.97
Wismar,75,DE,1574541289,86,53.89,11.46,43.0,16.11,41.49
Huron,1,US,1574541099,55,44.36,-98.21,51.8,16.11,50.74
Laguna,20,BZ,1574541231,74,16.17,-88.94,84.2,6.93,84.2
North Bend,1,US,1574541290,71,43.41,-124.22,55.0,2.8,52.39
Mayo,75,CA,1574541290,92,63.59,-135.9,12.2,3.2,12.2
Tuatapere,0,NZ,1574541291,66,-46.13,167.69,62.01,15.99,62.01
Pahrump,1,US,1574541145,32,36.21,-115.98,60.01,9.17,56.66
Lompoc,1,US,1574541044,32,34.64,-120.46,73.0,3.36,70.66
Vanimo,100,PG,1574541291,79,-2.67,141.3,80.85,9.17,80.85
Rio Gallegos,100,AR,1574541292,58,-51.62,-69.22,57.2,42.5,57.2
Thessalon,1,CA,1574541292,52,46.26,-83.55,44.6,11.41,43.61
Bucerias,75,MX,1574541292,66,20.76,-105.33,84.2,9.17,84.09
Morlaix,90,FR,1574541292,100,48.58,-3.83,52.0,5.82,49.15
Klaksvik,100,FO,1574541264,93,62.23,-6.59,44.6,3.36,44.6
Qiongshan,9,CN,1574541293,100,20.01,110.35,62.6,2.26,62.6
Constitucion,5,MX,1574541293,9,23.99,-104.67,77.0,3.36,75.54
Ferrol,40,ES,1574541293,87,43.48,-8.23,55.99,8.05,50.63
Zelenoborsk,100,RU,1574541294,94,61.47,64.05,17.92,9.53,17.92
Ambulu,100,ID,1574541294,86,-8.35,113.61,78.96,5.99,78.96
Tripoli,45,GR,1574541294,87,37.51,22.37,60.01,4.7,54.37
Mayumba,0,GA,1574541294,84,-3.44,10.65,80.11,11.74,80.11
Svetlogorsk,90,RU,1574541294,67,53.14,59.15,17.6,13.42,17.6
Havelock,90,US,1574541186,82,34.88,-76.9,64.0,3.36,58.53
Robertsganj,100,IN,1574541295,47,24.69,83.07,62.78,2.71,62.78
Charters Towers,2,AU,1574541295,77,-20.07,146.27,72.43,8.14,72.43
Mahebourg,75,MU,1574541295,88,-20.41,57.7,78.01,2.13,77.59
Praia da Vitoria,40,PT,1574541296,82,38.73,-27.07,68.0,28.54,68.0
Kurilsk,100,RU,1574541296,95,45.23,147.88,42.96,17.47,42.96
Idah,94,NG,1574541296,62,7.11,6.73,81.59,3.96,81.59
Manzanillo,40,MX,1574541296,74,19.05,-104.32,86.0,11.41,86.0
Westport,1,US,1574541297,48,41.14,-73.36,46.0,11.41,43.34
Avera,75,US,1574541297,93,33.19,-82.53,73.4,10.09,68.07
Necochea,55,AR,1574541191,62,-38.55,-58.74,59.0,4.0,59.0
Manvi,0,IN,1574541297,83,16.0,77.05,67.48,5.01,67.48
Narsaq,20,GL,1574541297,58,60.91,-46.05,24.8,3.36,24.8
Yinchuan,77,CN,1574541298,16,38.48,106.21,19.99,4.0,19.99
Juneau,90,US,1574541154,87,58.3,-134.42,42.8,12.75,42.51
Lysa Hora,90,UA,1574541298,36,51.6,32.95,22.93,8.23,22.93
Grindavik,75,IS,1574541299,100,63.84,-22.43,39.2,3.36,39.2
Tabou,100,CI,1574541299,85,4.42,-7.36,78.78,3.98,78.78
Angoche,100,MZ,1574541299,83,-16.23,39.91,80.6,8.81,80.6
Chokurdakh,96,RU,1574541299,98,70.62,147.9,-23.55,9.1,-23.55
Mount Isa,0,AU,1574541070,15,-20.73,139.49,82.4,10.29,82.4
Vardo,90,US,1574541079,56,39.62,-77.74,43.0,10.29,40.35
Bambous Virieux,75,MU,1574541288,88,-20.34,57.76,78.01,9.57,77.58
Aksarka,100,RU,1574541300,88,66.56,67.8,-3.86,3.74,-3.86
Kirakira,87,SB,1574541300,78,-10.46,161.92,78.46,5.06,78.46
Ciudad Guayana,100,VE,1574541301,70,8.32,-62.69,84.69,7.9,84.69
Lorengau,34,PG,1574541301,76,-2.02,147.27,83.25,11.39,83.25
Golubitskaya,0,RU,1574541301,68,45.32,37.28,30.2,15.66,30.06
Wad Rawah,0,SD,1574541302,25,15.16,33.13,76.68,9.82,76.68
Nanga Eboko,98,CM,1574541302,76,4.68,12.37,71.4,1.99,71.4
Puerto Leguizamo,96,CO,1574541302,56,-0.19,-74.78,87.64,2.37,87.64
Saint-Louis,0,SN,1574541302,56,16.03,-16.5,73.4,6.93,73.4
Ulagan,92,RU,1574541303,67,50.63,87.96,-3.93,7.61,-3.93
Datong,90,CN,1574541303,23,40.09,113.3,26.15,13.38,26.15
Alofi,100,NU,1574541303,88,-19.06,-169.92,78.8,16.11,78.8
Saint-Philippe,75,CA,1574541303,59,45.36,-73.48,39.2,13.87,36.48
Boguchany,100,RU,1574541304,93,58.38,97.46,8.17,10.94,8.17
Parrita,40,CR,1574541304,65,9.52,-84.33,78.8,10.29,76.84
Hovd,100,NO,1574541304,86,63.83,10.7,44.01,14.99,37.04
Valdivia,90,CL,1574541305,77,-39.81,-73.25,60.8,9.17,60.8
Hami,0,CN,1574541305,21,42.84,93.51,18.12,4.56,18.12
Winnemucca,1,US,1574541305,40,40.97,-117.74,51.8,3.36,50.07
Hirara,100,JP,1574541305,89,24.8,125.28,77.5,9.06,77.5
Faanui,62,PF,1574541305,77,-16.48,-151.75,81.32,15.59,81.32
Harper,1,US,1574541306,30,30.3,-99.24,75.0,10.29,71.65
Sambava,100,MG,1574541306,96,-14.27,50.17,74.59,0.63,74.59
Okhotsk,93,RU,1574541306,73,59.36,143.24,8.13,23.96,8.13
Luena,100,AO,1574541140,95,-11.78,19.91,63.37,3.62,63.37
Vytegra,87,RU,1574541307,61,61.01,36.45,18.61,4.68,18.61
Palmer,20,AU,1574541307,81,-34.85,139.16,55.99,4.7,53.35
Ormara,100,PK,1574541307,62,25.21,64.64,75.88,5.93,75.88
Lata,33,IN,1574541307,23,30.78,78.62,17.85,7.85,17.85
Guerrero Negro,97,MX,1574541308,38,27.97,-114.04,73.15,6.91,73.15
Flin Flon,90,CA,1574541308,87,54.77,-101.88,37.4,17.22,37.4
Georgetown,40,GY,1574541116,83,6.8,-58.16,84.2,11.41,84.2
Wilmington,1,US,1574541308,56,39.75,-75.55,45.0,6.93,42.6
Rudnaya Pristan,100,RU,1574541309,85,44.36,135.82,39.2,7.31,39.2
San Patricio,41,PY,1574541309,57,-26.98,-56.83,82.17,10.92,82.17
Opuwo,0,NA,1574541309,36,-18.06,13.84,70.88,9.19,70.88
Monte Escobedo,89,MX,1574541309,34,22.3,-103.58,72.97,7.94,72.97
Petropavlovsk-Kamchatskiy,75,RU,1574541309,92,53.05,158.65,17.6,6.71,17.6
Polunochnoye,26,RU,1574541310,94,60.87,60.43,18.75,4.97,18.75
Atambua,74,ID,1574541310,86,-9.11,124.89,75.76,0.54,75.76
Flinders,75,AU,1574541310,82,-34.58,150.85,64.99,6.93,63.0
Pontianak,45,ID,1574541310,96,-0.02,109.34,73.47,1.88,73.47
Comodoro Rivadavia,75,AR,1574541311,72,-45.87,-67.48,62.6,2.24,62.6
Portland,1,US,1574541134,30,43.66,-70.25,43.0,9.17,39.6
Kijang,90,KR,1574541311,87,35.24,129.21,53.6,2.24,53.6
Husavik,100,CA,1574541311,81,50.56,-96.99,37.0,5.01,36.54
Khani,0,GE,1574541311,45,41.96,42.96,44.6,31.09,44.6
Xinyu,0,CN,1574541312,62,27.8,114.93,61.65,2.39,61.65
La Canada Flintridge,1,US,1574541312,28,34.2,-118.19,78.8,4.7,71.22
Teguise,20,ES,1574541188,82,29.06,-13.56,68.0,10.29,68.0
Kabare,100,RW,1574541312,98,-1.65,29.38,51.39,3.74,51.39
Herat,59,AF,1574541313,72,34.35,62.22,35.26,8.99,35.26
Baruun-Urt,22,MN,1574541313,87,46.68,113.28,-5.4,6.6,-5.4
Itanhaem,90,BR,1574541313,82,-24.18,-46.79,73.4,16.11,71.69
Inirida,100,CO,1574541158,89,3.87,-67.92,83.01,1.97,83.01
Zhangjiakou,83,CN,1574541314,34,40.77,114.88,16.54,17.6,16.54
Mogzon,100,RU,1574541314,93,51.74,111.97,-2.99,14.07,-2.99
Lavrentiya,99,RU,1574541134,82,65.58,-170.99,12.34,14.56,12.34
Katobu,0,ID,1574541314,87,-4.94,122.53,71.1,2.33,71.1
Torbay,90,CA,1574541314,100,47.66,-52.73,43.0,9.17,41.29
Safford,1,US,1574541315,41,32.83,-109.71,59.0,5.82,56.14
Tiznit,100,MA,1574541315,93,29.7,-9.73,54.82,7.07,54.82
Podgorodnyaya Pokrovka,0,RU,1574541315,85,51.83,54.99,10.4,6.71,10.4
Sao Miguel do Araguaia,71,BR,1574541315,72,-13.28,-50.16,79.99,3.65,79.99
Abrau-Dyurso,0,RU,1574541316,68,44.7,37.6,30.2,15.66,30.06
Touros,26,BR,1574541316,65,-5.2,-35.46,82.4,16.11,82.4
Baghdad,96,IQ,1574541220,26,33.3,44.38,51.8,5.64,51.8
Kahului,40,US,1574541071,69,20.89,-156.47,80.6,23.04,76.87
Manggar,100,ID,1574541316,71,-2.88,108.27,82.02,1.48,82.02
Kaitangata,43,NZ,1574541270,81,-46.28,169.85,55.22,27.58,55.22
Davila,100,PH,1574541317,82,18.47,120.58,78.37,10.02,78.37
Sobolevo,100,RU,1574541317,36,54.43,31.9,23.59,11.03,23.59
Pacov,90,CZ,1574541317,75,49.47,15.0,46.99,19.46,42.84
Makakilo City,90,US,1574541293,78,21.35,-158.09,82.0,17.22,78.93
El Reno,1,US,1574541318,62,35.53,-97.96,55.4,10.29,53.06
Aras,75,ES,1574541318,87,42.56,-2.36,46.0,3.36,44.71
Mindelo,40,PT,1574541318,93,41.31,-8.72,55.0,2.24,51.42
Fez,75,MA,1574541319,93,34.03,-5.02,53.6,6.93,53.6
Vila Franca do Campo,20,PT,1574541319,88,37.72,-25.43,68.0,13.87,67.15
Cabo San Lucas,20,MX,1574541319,64,22.89,-109.91,82.0,3.36,78.44
San Cristobal,70,HN,1574541320,73,14.68,-86.92,76.69,4.29,76.69
Kapit,100,MY,1574541320,99,2.02,112.94,71.4,0.96,71.4
College,90,US,1574541320,100,64.86,-147.8,24.01,2.17,22.21
Bilma,0,NE,1574541320,16,18.69,12.92,77.86,7.16,77.86
Leningradskiy,97,RU,1574541321,96,69.38,178.42,-4.95,19.51,-4.95
Puerto Escondido,40,MX,1574541321,74,15.86,-97.07,84.2,4.7,84.2
Dalvik,100,SE,1574541321,100,57.79,14.13,39.0,8.05,38.37
Kununurra,75,AU,1574541321,78,-15.77,128.74,82.4,6.93,82.4
Rio Grande,40,BR,1574541322,46,-32.03,-52.1,73.4,12.75,73.4
Vao,58,EE,1574541322,51,59.1,26.19,24.71,6.11,24.71
Evensk,100,RU,1574541038,95,61.92,159.24,5.23,5.55,5.23
Henties Bay,0,NA,1574541322,85,-22.12,14.28,61.0,8.99,61.0
La Ronge,75,CA,1574541323,75,55.1,-105.3,41.0,19.46,41.0
Ponta Delgada,20,PT,1574541323,88,37.73,-25.67,68.0,13.87,67.17
Leh,63,IN,1574541323,57,34.16,77.58,17.01,2.53,17.01
Saint-Pierre,100,FR,1574541324,87,48.95,4.24,42.8,4.7,41.11
Ixtapa,75,MX,1574541225,66,20.71,-105.21,84.2,9.17,84.09
Saskylakh,100,RU,1574541324,100,71.97,114.09,-25.08,2.33,-25.08
Collie,81,AU,1574541325,63,-33.36,116.15,53.01,4.32,50.86
Deputatskiy,100,RU,1574541325,93,69.3,139.9,-24.18,4.5,-24.18
Bellevue,1,DE,1574541204,100,50.05,10.19,44.6,4.7,41.36
Dikson,91,RU,1574541326,99,73.51,80.55,-4.49,4.36,-4.49
Palana,100,RU,1574541326,79,59.08,159.95,15.12,7.05,15.12
Aranos,0,NA,1574541326,10,-24.14,19.11,76.32,11.27,76.32
Ossora,64,RU,1574541326,79,59.24,163.07,17.04,5.17,17.04
Oxford,1,US,1574541326,59,33.61,-85.83,66.99,14.99,62.83
Malkara,96,TR,1574541327,88,40.89,26.9,48.97,4.81,48.97
Alyangula,74,AU,1574541327,94,-13.85,136.42,77.0,4.7,77.0
San Felipe,43,CL,1574541327,91,-32.75,-70.73,78.01,3.0,78.01
Bandarbeyla,0,SO,1574541327,79,9.49,50.81,81.21,20.11,81.21
Ilulissat,75,GL,1574541328,74,69.22,-51.1,33.8,8.05,33.8
Pevek,100,RU,1574541225,95,69.7,170.27,-8.9,1.86,-8.9
Lazaro Cardenas,75,MX,1574541328,41,28.39,-105.62,66.0,10.29,63.43
Dingle,3,PH,1574541328,91,11.0,122.67,74.48,8.03,74.48
Bethel,90,US,1574541224,100,60.79,-161.76,24.8,6.93,22.48
Campbell River,90,CA,1574541329,100,50.02,-125.24,46.4,13.87,44.64
Marsa Matruh,0,EG,1574541251,67,31.35,27.25,60.8,3.67,60.8
Tilichiki,0,RU,1574541329,82,60.47,166.1,-2.06,6.91,-2.06
Nsanje,100,MZ,1574541329,89,-16.92,35.26,73.69,2.59,73.69
Kuruman,0,ZA,1574541330,14,-27.46,23.43,73.99,15.39,73.99
Kjollefjord,86,NO,1574541330,84,70.95,27.35,34.18,13.69,34.18
Abu Samrah,98,SY,1574541330,35,35.3,37.18,54.46,6.2,54.46
La Baule-Escoublac,23,FR,1574541330,93,47.28,-2.4,50.0,4.7,46.47
Fort Nelson,20,CA,1574541331,55,58.81,-122.69,37.4,5.82,37.4
Vangaindrano,90,MG,1574541331,87,-23.35,47.6,70.45,3.24,70.45
Praia,40,BR,1574541331,51,-20.25,-43.81,86.0,12.75,84.85
Zugdidi,0,GE,1574541331,45,42.51,41.88,44.6,31.09,44.6
Isangel,100,VU,1574541332,60,-19.55,169.27,75.2,6.93,75.2
Burnie,100,AU,1574541332,81,-41.05,145.91,50.0,1.99,50.0
Lagoa,59,PT,1574541166,71,37.14,-8.45,57.2,10.29,56.07
Quatre Cocos,75,MU,1574541332,88,-20.21,57.76,78.01,8.16,77.54
Laizhou,100,CN,1574541333,94,37.18,119.93,49.03,13.0,49.03
Vyartsilya,98,RU,1574541333,59,62.18,30.69,25.57,3.85,25.57
Kieta,85,PG,1574541333,74,-6.22,155.63,79.66,10.09,79.66
Guanay,99,BO,1574541333,54,-15.5,-67.88,79.74,3.42,79.74
Oranjestad,40,AW,1574541334,62,12.52,-70.03,87.8,11.41,87.8
Longyearbyen,75,NO,1574541289,78,78.22,15.63,17.6,8.05,17.6
Weligama,79,LK,1574541334,92,5.97,80.42,74.07,6.11,74.07
Belmonte,56,PT,1574541144,91,40.36,-7.35,46.99,1.01,46.11
Port Augusta,0,AU,1574541334,93,-32.49,137.76,50.0,3.36,50.0
Siocon,17,PH,1574541335,88,11.03,124.04,78.28,8.12,78.28
Gataivai,100,WS,1574541335,94,-13.77,-172.39,77.0,5.01,77.0
Tigil,100,RU,1574541335,73,57.8,158.67,20.66,13.42,20.66
Sorbhog,89,IN,1574541335,86,26.5,90.87,65.07,2.66,65.07
